measure	row	version	bold_header	indent_header	redcap	worksheet	column
Digit Span	60	Old	Wechsler Adult Intelligence Scale-IV	Working Memory Index	NA	NA	NA
Arithmetic	61	Old	Wechsler Adult Intelligence Scale-IV	Working Memory Index	ar_raw	Template	3
Arithmetic	61	Old	Wechsler Adult Intelligence Scale-IV	Working Memory Index	ar_ss	Template	4
L-N Sequencing	62	Old	Wechsler Adult Intelligence Scale-IV	Working Memory Index	NA	NA	NA
Processing Speed Index	63	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	psi	Template	4
Symbol Search	64	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	ss_raw	Template	3
Symbol Search	64	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	ss_ss	Template	4
Coding	65	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	cd_raw	Template	3
Coding	65	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	cd_ss	Template	4
Cancellation	66	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	NA	NA	NA
Wechsler Adult Intelligence Scale-III	67	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	NA	NA	NA
Verbal IQ	68	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	NA	NA	NA
Performance IQ	69	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	NA	NA	NA
Full Scale IQ	70	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	NA	NA	NA
Verbal Comprehension Index	71	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	NA	NA	NA
Vocabulary	72	Old	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	NA	NA	NA
Similarities	73	Old	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	NA	NA	NA
Information	74	Old	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	NA	NA	NA
Comprehension	75	Old	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	NA	NA	NA
Perceptual Organization Index	76	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	NA	NA	NA
Picture Completion	77	Old	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	NA	NA	NA
Block Design	78	Old	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	NA	NA	NA
Matrix Reasoning	79	Old	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	NA	NA	NA
Picture Arrangement	80	Old	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	NA	NA	NA
Working Memory Index	81	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	NA	NA	NA
Arithmetic	82	Old	Wechsler Adult Intelligence Scale-III	Working Memory Index	NA	NA	NA
Digit Span	83	Old	Wechsler Adult Intelligence Scale-III	Working Memory Index	NA	NA	NA
L-N Sequencing	84	Old	Wechsler Adult Intelligence Scale-III	Working Memory Index	NA	NA	NA
Processing Speed Index	85	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	NA	NA	NA
Digit Symbol-Coding	86	Old	Wechsler Adult Intelligence Scale-III	Processing Speed Index	NA	NA	NA
Symbol Search	87	Old	Wechsler Adult Intelligence Scale-III	Processing Speed Index	NA	NA	NA
MEMORY & LEARNING	89	Old	MEMORY & LEARNING	MEMORY & LEARNING	NA	NA	NA
Wechsler Memory Scale-IV	91	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	NA	NA	NA
Auditory Memory Index	92	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	NA	NA	NA
Logical Memory I	93	Old	Wechsler Memory Scale-IV	Auditory Memory Index	LMI_raw	Template	3
Logical Memory I	93	Old	Wechsler Memory Scale-IV	Auditory Memory Index	LMI_ss	Template	4
Logical Memory II	94	Old	Wechsler Memory Scale-IV	Auditory Memory Index	LMII_raw	Template	3
Logical Memory II	94	Old	Wechsler Memory Scale-IV	Auditory Memory Index	LMII_ss	Template	4
LM Recognition	95	Old	Wechsler Memory Scale-IV	Auditory Memory Index	LMrec_raw	Template	3
LM Recognition	95	Old	Wechsler Memory Scale-IV	Auditory Memory Index	LMrec_per	Template	4
Verbal Paired Associates I	96	Old	Wechsler Memory Scale-IV	Auditory Memory Index	VPAI_raw	Template	3
Verbal Paired Associates I	96	Old	Wechsler Memory Scale-IV	Auditory Memory Index	VPAI_ss	Template	4
Verbal Paired Associates II	97	Old	Wechsler Memory Scale-IV	Auditory Memory Index	VPAII_raw	Template	3
Verbal Paired Associates II	97	Old	Wechsler Memory Scale-IV	Auditory Memory Index	VPAII_ss	Template	4
VPA Recognition	98	Old	Wechsler Memory Scale-IV	Auditory Memory Index	VPArec_raw	Template	3
VPA Recognition	98	Old	Wechsler Memory Scale-IV	Auditory Memory Index	VPArec_perc	Template	4
Visual Memory Index	99	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	NA	NA	NA
Visual Reproduction I	100	Old	Wechsler Memory Scale-IV	Visual Memory Index	VRI_raw	Template	3
Visual Reproduction I	100	Old	Wechsler Memory Scale-IV	Visual Memory Index	VRI_ss	Template	4
Visual Reproduction II	101	Old	Wechsler Memory Scale-IV	Visual Memory Index	VRII_raw	Template	3
Visual Reproduction II	101	Old	Wechsler Memory Scale-IV	Visual Memory Index	VRII_ss	Template	4
VR Recognition	102	Old	Wechsler Memory Scale-IV	Visual Memory Index	VRrec_raw	Template	3
VR Recognition	102	Old	Wechsler Memory Scale-IV	Visual Memory Index	VRrec_per	Template	4
Designs I	103	Old	Wechsler Memory Scale-IV	Visual Memory Index	NA	NA	NA
Designs II	104	Old	Wechsler Memory Scale-IV	Visual Memory Index	NA	NA	NA
Designs Recognition	105	Old	Wechsler Memory Scale-IV	Visual Memory Index	NA	NA	NA
Visual Working Memory Index	106	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	NA	NA	NA
Symbol Span	107	Old	Wechsler Memory Scale-IV	Visual Working Memory Index	NA	NA	NA
Spatial Addition	108	Old	Wechsler Memory Scale-IV	Visual Working Memory Index	NA	NA	NA
Immediate Memory Index	109	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	NA	NA	NA
Delayed Memory Index	110	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	NA	NA	NA
Wechsler Memory Scale-III	111	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Immediate Memory Index	112	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Auditory Immediate	113	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Visual Immediate	114	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
General Memory Index	115	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Auditory Delayed	116	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Visual Delayed	117	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Auditory Recognition Delayed	118	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Working Memory Index	119	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Auditory Memory	120	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Logical Memory I	121	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Logical Memory II	122	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Logical Memory % Retention	123	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Logical Memory Recognition	124	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Thematic I	125	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Thematic II	126	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Verbal Paired Associates I	127	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Verbal Paired Associates II	128	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
VPA Recognition	129	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
VPA % Retention	130	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Word Lists I	131	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Word Lists II	132	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Word Lists Recognition	133	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Word Lists % Retention	134	Old	Wechsler Memory Scale-III	Auditory Memory	NA	NA	NA
Visual Memory	135	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Visual Reproduction I	136	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Visual Reproduction II	137	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Visual Reproduction % Retention	138	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Visual Reproduction Recognition	139	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Visual Reproduction Copy	140	Old	Wechsler Memory Scale-III	Visual Memory	VRcopy_raw	Template	3
Visual Reproduction Copy	140	Old	Wechsler Memory Scale-III	Visual Memory	VRcopy_perc	Template	4
Faces I	141	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Faces II	142	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Faces Recognition	143	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Faces % Retention	144	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Family Pictures I	145	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Family Pictures II	146	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Family Pictures Recognition	147	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Family Pictures % Retention	148	Old	Wechsler Memory Scale-III	Visual Memory	NA	NA	NA
Working Memory	149	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Spatial Span	150	Old	Wechsler Memory Scale-III	Working Memory	NA	NA	NA
L-N Sequencing	151	Old	Wechsler Memory Scale-III	Working Memory	NA	NA	NA
Digit Span	152	Old	Wechsler Memory Scale-III	Working Memory	NA	NA	NA
Mental Control	153	Old	Wechsler Memory Scale-III	Working Memory	NA	NA	NA
Rey-Auditory Verbal Learning Task	154	Old	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Sum of Trials 1-5	155	Old	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Immediate Recall	156	Old	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Delayed Recall	157	Old	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Recognition	158	Old	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Selective Reminding Test	159	Old	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
Long Term Storage	160	Old	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
Consistent Long Term Retrieval	161	Old	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
Delayed Recall	162	Old	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
Recognition	163	Old	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
California Verbal Learning Task-II	164	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	NA	NA	NA
Total Recall	165	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_tot_raw	Template	3
Total Recall	165	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_tot_ss	Template	4
Short Delay Free Recall	166	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_sdelayfree_raw	Template	3
Short Delay Free Recall	166	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_sdelayfree_ss	Template	4
Short Delay Cued Recall	167	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_sdelaycued_raw	Template	3
Short Delay Cued Recall	167	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_sdelaycued_ss	Template	4
Long Delay Free Recall	168	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_ldelayfree_raw	Template	3
Long Delay Free Recall	168	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_ldelayfree_ss	Template	4
Long Delay Cued Recall	169	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_ldelaycued_raw	Template	3
Long Delay Cued Recall	169	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_ldelaycued_ss	Template	4
Recognition Discriminability	170	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_recogdisc_raw	Template	3
Recognition Discriminability	170	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_recogdisc_ss	Template	4
Forced Choice Recognition	171	Old	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_fcrecog_perc	Template	3
Hopkins Verbal Learning Task-R	172	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	NA	NA	NA
Total Recall	173	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_tot_raw	Template	3
Total Recall	173	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_tot_ss	Template	4
Total Recall	173	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_tot_per	Template	5
Total Recall	173	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_tot_int	Template	6
Delayed Recall	174	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_delay_raw	Template	3
Delayed Recall	174	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_delay_ss	Template	4
Percent Retention	175	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_perc_raw	Template	3
Percent Retention	175	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_perc_ss	Template	4
Discrimination Index	176	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_disc_raw	Template	3
Discrimination Index	176	Old	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_disc_ss	Template	4
Brief Visuospatial Memory Test-R	177	Old	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	NA	NA	NA
Total Recall	178	Old	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	BVMT_tot_raw	Template	3
Total Recall	178	Old	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	BVMT_tot_ss	Template	4
Delayed Recall	179	Old	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	BVMT_delay_raw	Template	3
Delayed Recall	179	Old	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	BVMT_delay_ss	Template	4
Discrimination Index	180	Old	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	NA	NA	NA
7/24 Spatial Recall Test	181	Old	7/24 Spatial Recall Test	7/24 Spatial Recall Test	NA	NA	NA
Immediate Recall	182	Old	7/24 Spatial Recall Test	7/24 Spatial Recall Test	NA	NA	NA
Delayed Recall	183	Old	7/24 Spatial Recall Test	7/24 Spatial Recall Test	NA	NA	NA
Rey-O Complex Figure Test	184	Old	Rey-O Complex Figure Test	Rey-O Complex Figure Test	NA	NA	NA
Immediate Recall	185	Old	Rey-O Complex Figure Test	Rey-O Complex Figure Test	NA	NA	NA
Delayed Recall	186	Old	Rey-O Complex Figure Test	Rey-O Complex Figure Test	NA	NA	NA
Recognition	187	Old	Rey-O Complex Figure Test	Rey-O Complex Figure Test	NA	NA	NA
Rush Object Recall Test	188	Old	Rush Object Recall Test	Rush Object Recall Test	NA	NA	NA
Immediate Recall	189	Old	Rush Object Recall Test	Rush Object Recall Test	NA	NA	NA
Recognition	190	Old	Rush Object Recall Test	Rush Object Recall Test	NA	NA	NA
TOMM	191	Old	TOMM	TOMM	NA	NA	NA
Trial 1	192	Old	TOMM	TOMM	NA	NA	NA
Trial 2	193	Old	TOMM	TOMM	NA	NA	NA
Trial 3	194	Old	TOMM	TOMM	NA	NA	NA
Rey-15 Item	195	Old	Rey-15 Item	Rey-15 Item	NA	NA	NA
Immediate Recall	196	Old	Rey-15 Item	Rey-15 Item	NA	NA	NA
Recognition	197	Old	Rey-15 Item	Rey-15 Item	NA	NA	NA
Word Memory Test	198	Old	Word Memory Test	Word Memory Test	NA	NA	NA
Immediate Recognition	199	Old	Word Memory Test	Word Memory Test	NA	NA	NA
Delayed Recognition	200	Old	Word Memory Test	Word Memory Test	NA	NA	NA
Consistency	201	Old	Word Memory Test	Word Memory Test	NA	NA	NA
Multiple Choice Recognition	202	Old	Word Memory Test	Word Memory Test	NA	NA	NA
Paired Associates	203	Old	Word Memory Test	Word Memory Test	NA	NA	NA
Short-Delay Free Recall	204	Old	Word Memory Test	Word Memory Test	NA	NA	NA
Long-Delay Free Recall	205	Old	Word Memory Test	Word Memory Test	NA	NA	NA
LANGUAGE	208	Old	LANGUAGE	LANGUAGE	NA	NA	NA
Boston Diagnostic Aphasia Exam-3	210	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	NA	NA	NA
Boston Naming Test	211	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bnt_raw	Template	3
Boston Naming Test	211	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bnt_ss	Template	4
Complex Ideational Material	212	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CIM_raw	Template	3
Complex Ideational Material	212	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CIM_ss	Template	4
Commands	213	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	NA	NA	NA
Repeating Phrases	214	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_RS_raw	Template	3
Repeating Phrases	214	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_RN_raw	Template	4
Picture Description: Cookie Theft	215	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CT_raw	Template	3
Picture Description: Cookie Theft	215	Old	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_SP_raw	Template	4
Multi-Lingual Aphasia Exam-3	216	Old	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Tokens	217	Old	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Sentence Repetition	218	Old	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Visual Naming	219	Old	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Right-Left Orientation	220	Old	Right-Left Orientation	Right-Left Orientation	NA	NA	NA
Peabody Picture Vocabulary Test-4	221	Old	Peabody Picture Vocabulary Test-4	Peabody Picture Vocabulary Test-4	NA	NA	NA
ACADEMIC ACHIEVEMENT	223	Old	ACADEMIC ACHIEVEMENT	ACADEMIC ACHIEVEMENT	NA	NA	NA
Wide Range Achievement Tests-4	225	Old	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Word Reading	226	Old	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	wratread_raw	Template	3
Word Reading	226	Old	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	wratread_ss	Template	4
Spelling	227	Old	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Math Computation	228	Old	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Sentence Comprehension	229	Old	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
WJ-III Tests of Achievement	230	Old	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Skills	231	Old	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Applications	232	Old	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Fluency	233	Old	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Broad Reading	234	Old	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Letter-Word Identification	235	Old	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Reading Fluency	236	Old	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Passage Comprehension	237	Old	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Broad Written Language	238	Old	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Spelling	239	Old	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Writing Fluency	240	Old	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Writing Samples	241	Old	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Broad Math	242	Old	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Calculation	243	Old	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Math Fluency	244	Old	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Applied Problems	245	Old	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Basic Reading Skills	246	Old	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Word Attack	247	Old	WJ-III Tests of Achievement	Basic Reading Skills	WJIII_WA_raw	Template	3
Word Attack	247	Old	WJ-III Tests of Achievement	Basic Reading Skills	WJIII_WA_ss	Template	4
Nelson-Denny Reading	248	Old	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Comprehension	249	Old	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Reading Rate	250	Old	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Gray's Oral Reading Tests-4	251	Old	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Rate Score	252	Old	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Accuracy Score	253	Old	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Fluency Score	254	Old	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Comprehension Score	255	Old	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
VISUAL-SPATIAL	257	Old	VISUAL-SPATIAL	VISUAL-SPATIAL	NA	NA	NA
Judgment of Line Orientation	259	Old	Judgment of Line Orientation	Judgment of Line Orientation	JLO_raw	Template	3
Judgment of Line Orientation	259	Old	Judgment of Line Orientation	Judgment of Line Orientation	JLO_ss	Template	4
Benton's Facial Recognition	260	Old	Benton's Facial Recognition	Benton's Facial Recognition	NA	NA	NA
Clock Drawing	261	Old	Clock Drawing	Clock Drawing	clock_score	Template	3
Greek Cross	262	Old	Greek Cross	Greek Cross	NA	NA	NA
Hooper Visual Organization	263	Old	Hooper Visual Organization	Hooper Visual Organization	NA	NA	NA
Line Bisection	264	Old	Line Bisection	Line Bisection	NA	NA	NA
WAIS-III: Block Design	265	Old	WAIS-III: Block Design	WAIS-III: Block Design	NA	NA	NA
ATTENTION & CONCENTRATION	267	Old	ATTENTION & CONCENTRATION	ATTENTION & CONCENTRATION	NA	NA	NA
WMS-III: Digit Span	269	Old	WMS-III: Digit Span	WMS-III: Digit Span	NA	NA	NA
WMS-III: Spatial Span	270	Old	WMS-III: Spatial Span	WMS-III: Spatial Span	NA	NA	NA
Symbol Digit Modalities Test	271	Old	Symbol Digit Modalities Test	Symbol Digit Modalities Test	NA	NA	NA
Written	272	Old	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_writ_raw	Template	3
Written	272	Old	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_writ_ss	Template	4
Oral Retest	273	Old	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_oral_raw	Template	3
Oral Retest	273	Old	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_oral_ss	Template	4
Oral Only	274	Old	Symbol Digit Modalities Test	Symbol Digit Modalities Test	NA	NA	NA
Paced Auditory Serial Addition Test	275	Old	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	NA	NA	NA
"3"" Rate"	276	Old	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_3srate_raw	Template	3
"3"" Rate"	276	Old	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_3srate_ss	Template	4
"2"" Rate"	277	Old	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_2srate_raw	Template	3
"2"" Rate"	277	Old	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_2srate_ss	Template	4
Brief Test of Attention	278	Old	Brief Test of Attention	Brief Test of Attention	NA	NA	NA
Gordon Diagnostic System	279	Old	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Vigilance Task	280	Old	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Correct (Block 1+2)	281	Old	Gordon Diagnostic System	Vigilance Task	NA	NA	NA
Commissions (Block 1+2)	282	Old	Gordon Diagnostic System	Vigilance Task	NA	NA	NA
Distractibility Task	283	Old	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Correct (Block 1+2)	284	Old	Gordon Diagnostic System	Distractibility Task	NA	NA	NA
Commissions (Block 1+2)	285	Old	Gordon Diagnostic System	Distractibility Task	NA	NA	NA
Conner's CPT-II	286	Old	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
ADHD Clinical Confidence Index	287	Old	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
